time_s,force_nN,indentation_nm,segment
0.0,0.21899509314697688,2645.1393360143375,0
0.00025000000000000006,0.20521844204169384,2644.527517861433,0
0.0005000000000000001,0.21133906222351265,2643.3039376755696,0
0.0007500000000000002,0.21124840648858634,2642.4695292285664,0
0.0010000000000000002,0.21434879088879463,2641.3331445775348,0
0.0012500000000000002,0.20918671459273508,2640.243780818537,0
0.0015000000000000005,0.22897175318373755,2639.709973270615,0
0.0017500000000000005,0.217877654569259,2638.926903687075,0
0.0020000000000000005,0.2098299953864245,2637.933441584253,0
0.0022500000000000007,0.21091156301450134,2636.7974861639977,0
0.0025000000000000005,0.20599651598474253,2635.888714929723,0
0.0027500000000000007,0.21796396754521444,2635.0422034406383,0
0.003000000000000001,0.2152050498871095,2633.9416201110307,0
0.0032500000000000007,0.22109391657276134,2633.0956956378745,0
0.003500000000000001,0.2087229253809326,2632.2404636125275,0
0.0037500000000000007,0.21125233019440728,2631.227989396519,0
0.004000000000000001,0.21910550595511058,2630.471476895757,0
0.004250000000000001,0.23111821525578377,2629.12524758997,0
0.004500000000000001,0.22153738940368276,2628.3682179326065,0
0.004750000000000001,0.21724530336589032,2627.5474412214476,0
0.005000000000000001,0.21203320580708748,2626.421381004283,0
0.005250000000000001,0.21497791965896076,2625.466195087047,0
0.005500000000000001,0.22996182354974595,2624.9588202400428,0
0.005750000000000002,0.22181173922494332,2623.872943328222,0
0.006000000000000002,0.20550330068970407,2622.8971322094544,0
0.006250000000000001,0.22245571958083007,2622.129322212569,0
0.0065000000000000014,0.22124496214265701,2620.934744691994,0
0.006750000000000002,0.21964327771773198,2619.957641357333,0
0.007000000000000002,0.21816993986534008,2619.098859737555,0
0.007250000000000002,0.21867310296903353,2618.5428761366557,0
0.0075000000000000015,0.22987579279325895,2617.626775297376,0
0.007750000000000002,0.23569039641904446,2616.6047234411526,0
0.008000000000000002,0.21611105134954134,2615.691943250164,0
0.008250000000000002,0.23896480589555832,2614.488855988634,0
0.008500000000000002,0.21897561658281695,2613.463250673595,0
0.008750000000000003,0.21882709217350538,2612.810863721323,0
0.009000000000000003,0.22781802460322859,2612.036684347403,0
0.009250000000000003,0.2229276367133218,2611.050336209892,0
0.009500000000000001,0.21656951602070715,2610.1286379836547,0
0.009750000000000002,0.2266854522203217,2609.350958092816,0
0.010000000000000002,0.21982080744670843,2608.2188017800536,0
0.010250000000000002,0.21339080631070897,2607.499093824539,0
0.010500000000000002,0.21077046525326062,2606.4285522898535,0
0.010750000000000003,0.21883914208959454,2605.489313791674,0
0.011000000000000003,0.2217492472825398,2604.4586099932744,0
0.011250000000000003,0.21808783110425295,2603.325940000464,0
0.011500000000000003,0.2222917825677032,2602.768038008309,0
0.011750000000000003,0.21699981689935002,2601.665536875752,0
0.012000000000000004,0.21272860997095433,2600.704933785641,0
0.012250000000000002,0.23179035940419343,2599.979198336654,0
0.012500000000000002,0.22561621501738133,2598.628792120034,0
0.012750000000000003,0.2174940122656332,2597.6708052598506,0
0.013000000000000003,0.21491024172002324,2596.858968651346,0
0.013250000000000003,0.21107087847003092,2595.904387332489,0
0.013500000000000003,0.22803296466076453,2594.874422329806,0
0.013750000000000004,0.22290759913106709,2594.024322321681,0
0.014000000000000004,0.21134004400517845,2593.2505631162726,0
0.014250000000000004,0.2242733258449568,2592.2005439905647,0
0.014500000000000004,0.221496614676976,2591.237033792657,0
0.014750000000000003,0.21550644317512452,2590.2952078642306,0
0.015000000000000003,0.21158020593108207,2589.3829143008074,0
0.015250000000000003,0.20634695046425616,2588.4933512829048,0
0.015500000000000003,0.2143828402400489,2587.727685152806,0
0.015750000000000004,0.21957027694857878,2586.8277313805825,0
0.016000000000000004,0.22494336959635333,2586.0799965737697,0
0.016250000000000004,0.22536372266634122,2585.0261518005314,0
0.016500000000000004,0.21573483569398635,2583.812490447525,0
0.016750000000000004,0.2242675822511701,2582.787815130638,0
0.017000000000000005,0.22514331781364494,2582.049346358627,0
0.017250000000000005,0.22319904461042714,2580.9352809438797,0
0.017500000000000005,0.21327787063157014,2580.088414943807,0
0.017750000000000005,0.2177491660317811,2579.100460711356,0
0.018000000000000006,0.22671767997318917,2578.051648348162,0
0.018250000000000006,0.22568669291552934,2577.183302488752,0
0.018500000000000006,0.21947471572616573,2576.0797787243378,0
0.018750000000000003,0.21967928721147567,2575.516370410191,0
0.019000000000000003,0.21625579230755562,2574.5829669598324,0
0.019250000000000003,0.22481025779085714,2573.4351650743047,0
0.019500000000000003,0.2178157219345292,2572.7642971607097,0
0.019750000000000004,0.22482483057795144,2571.6859269648394,0
0.020000000000000004,0.22294445015195288,2570.8135744223487,0
0.020250000000000004,0.22418463196294092,2570.096423514678,0
0.020500000000000004,0.2243473083957757,2569.036707064653,0
0.020750000000000005,0.2223705286410641,2567.9586584605263,0
0.021000000000000005,0.23265544759581588,2567.1315515800957,0
0.021250000000000005,0.2286075874442717,2566.1314176313012,0
0.021500000000000005,0.23536896554877482,2565.4336817543435,0
0.021750000000000005,0.21458124565758005,2564.3146728997785,0
0.022000000000000006,0.2233268318752866,2563.227389015014,0
0.022250000000000006,0.2289384051051017,2562.203259003794,0
0.022500000000000006,0.22396282627542888,2561.482793390889,0
0.022750000000000006,0.2242775300598251,2560.414060411093,0
0.023000000000000007,0.22576585975246127,2559.733770929155,0
0.023250000000000007,0.2253862814091801,2558.647379632396,0
0.023500000000000007,0.2238150014283147,2557.7386911620765,0
0.023750000000000007,0.2277764083493798,2556.634490119967,0
0.024000000000000007,0.2140799041522734,2555.5368402576405,0
0.024250000000000004,0.20798128340561972,2554.980830911871,0
0.024500000000000004,0.21408915239873105,2553.981366783248,0
0.024750000000000005,0.22855476280147582,2552.950124397477,0
0.025000000000000005,0.22864766089836006,2552.16225686926,0
0.025250000000000005,0.2198108579276324,2551.120357344911,0
0.025500000000000005,0.21451413044715828,2550.076110925443,0
0.025750000000000006,0.2244053173246846,2549.2829375870833,0
0.026000000000000006,0.2307938424613589,2548.6385805067816,0
0.026250000000000006,0.2248712086439212,2547.541573076818,0
0.026500000000000006,0.22955408141394187,2546.31782703157,0
0.026750000000000006,0.22188586203028593,2545.753846747106,0
0.027000000000000007,0.22688736229052375,2544.8169479014136,0
0.027250000000000007,0.22282086710196167,2543.820995410713,0
0.027500000000000007,0.2134968746494507,2542.9384637870335,0
0.027750000000000007,0.22158432848774723,2541.8501709702073,0
0.028000000000000008,0.23004995812408816,2541.124240655302,0
0.028250000000000008,0.21602319728424652,2540.2192492811037,0
0.028500000000000008,0.22365232499547988,2539.484026059891,0
0.028750000000000008,0.22027380732271382,2538.5591815725484,0
0.02900000000000001,0.22510996973500905,2537.5810457243774,0
0.02925000000000001,0.23212201859216547,2536.6857374723727,0
0.029500000000000005,0.21829744662115222,2535.5041824657105,0
0.029750000000000006,0.22239056451289774,2534.665554796979,0
0.030000000000000006,0.21120637118158753,2533.70736976089,0
0.030250000000000006,0.229419989537201,2532.543294295283,0
0.030500000000000006,0.2346241011402593,2531.8041194658276,0
0.030750000000000006,0.24219003563647085,2530.816887718245,0
0.031000000000000007,0.2293558162509344,2530.006885148374,0
0.03125000000000001,0.22420158565609566,2529.1608767926623,0
0.03150000000000001,0.2178835401279904,2528.277357972857,0
0.03175000000000001,0.22803688836658548,2527.4200969483995,0
0.03200000000000001,0.21887669438309867,2526.5183989512607,0
0.03225000000000001,0.21334666889627604,2525.4239539738714,0
0.03250000000000001,0.22732452879914278,2524.433569122275,0
0.03275000000000001,0.2308107978649347,2523.4750105066664,0
0.03300000000000001,0.21906263083139071,2522.541453623452,0
0.03325000000000001,0.231694098619583,2521.320870682536,0
0.03350000000000001,0.22629326294285665,2520.486887614244,0
0.03375000000000001,0.22218739386240358,2519.5966790065736,0
0.03400000000000001,0.22026203791567206,2518.6166051318983,0
0.03425000000000001,0.21917024025947188,2517.629630292597,0
0.03450000000000001,0.2259127028179097,2517.1091280723535,0
0.03475000000000001,0.22052265647698038,2516.0173060915026,0
0.03500000000000001,0.21114247840436834,2514.9658944318826,0
0.03525000000000001,0.22448770659481906,2514.335356074072,0
0.03550000000000001,0.2225355876903804,2513.311043549256,0
0.03575000000000001,0.23844468909871006,2512.524255816533,0
0.03600000000000001,0.22147335466151885,2511.4584128885085,0
0.03625000000000001,0.2215202937455833,2510.667626938618,0
0.03650000000000001,0.21252880200818638,2509.707032902739,0
0.03675000000000001,0.22117882700347993,2509.1095892220737,0
0.03700000000000001,0.22205498332952578,2508.053496076208,0
0.03725000000000001,0.22363789246290924,2507.0413544343437,0
0.037500000000000006,0.22355522268372743,2506.028944196909,0
0.037750000000000006,0.2233870814557323,2505.075611489426,0
0.038000000000000006,0.22563555132701765,2504.0281512914125,0
0.038250000000000006,0.21718645462026046,2503.0858578442358,0
0.038500000000000006,0.22023275208695978,2502.223340728067,0
0.03875000000000001,0.21551835283668996,2501.130196618991,0
0.03900000000000001,0.21085117317953198,2500.3373737343636,0
0.03925000000000001,0.22291768719424576,2499.4624469896926,0
0.03950000000000001,0.21736412289333956,2498.270885561761,0
0.03975000000000001,0.2260736979068814,2497.422235928108,0
0.04000000000000001,0.2121188175104245,2496.629045131908,0
0.04025000000000001,0.2204831423305657,2495.6634199152177,0
0.04050000000000001,0.21575599189158842,2494.902958365073,0
0.04075000000000001,0.22634482700536043,2493.677587357267,0
0.04100000000000001,0.21494022711093289,2492.9499238761423,0
0.04125000000000001,0.2230482778391578,2492.1790141168617,0
0.04150000000000001,0.23023197086655925,2491.037745477261,0
0.04175000000000001,0.23232406891689122,2489.961495552326,0
0.04200000000000001,0.22269055696609702,2489.324906934693,0
0.04225000000000001,0.21448736748945116,2488.2891818532025,0
0.04250000000000001,0.20918923746374024,2487.298858160189,0
0.04275000000000001,0.22720655079883564,2486.360655397321,0
0.04300000000000001,0.2299394050614308,2485.3438448263087,0
0.04325000000000001,0.22776660079524852,2484.3422479298783,0
